META	SCAN_START_UTC	2026-07-16T19:34:16Z
OK	172	/Users/jleechan/project_worldaiclaw/worldai_claw/.dark-factory
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/schedule_branch_work.sh
OK	24	/Users/jleechan/project_worldaiclaw/worldai_claw/.ruff_cache
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.doltcfg
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/fix_app.patch
OK	32	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_concept_ovj0wur5
OK	36	/Users/jleechan/project_worldaiclaw/worldai_claw/pair_execute.py
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/progress.txt
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/metadata.json
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_concept_cup35hky
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.pair_sessions
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.local_version
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/.cmux-ios-pivot-brief.md
OK	648	/Users/jleechan/project_worldaiclaw/worldai_claw/testing_http
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/config.yaml
OK	272060	/Users/jleechan/project_worldaiclaw/worldai_claw/.claude
OK	32	/Users/jleechan/project_worldaiclaw/worldai_claw/worlds
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/PROMPT.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/LICENSE-COMMERCIAL.md
OK	256	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph
OK	436	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_wc
OK	7504	/Users/jleechan/project_worldaiclaw/worldai_claw/.beads
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_concept__1i71eig
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/dolt-server.pid
OK	61040	/Users/jleechan/project_worldaiclaw/worldai_claw/docs
OK	1468	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_ORCH
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/create_worktree.sh
OK	4784	/Users/jleechan/project_worldaiclaw/worldai_claw/testing_ui
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph-progress-styleguide.txt
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/README.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/Oops.rej.orig
OK	40	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_risks__4le2a46
OK	216	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_pair-1771985445-18004
OK	169384	/Users/jleechan/project_worldaiclaw/worldai_claw/worldai-rpg
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/responses.json
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/.codex
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/novel
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/logs
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/.dolt
OK	28051800	/Users/jleechan/Library/Messages/Attachments
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.gitignore
OK	724	/Users/jleechan/project_worldaiclaw/worldai_claw/package-lock.json
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/package.json
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/index.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.verification_logs
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/test_character_display_error.png
OK	504	/Users/jleechan/project_worldaiclaw/worldai_claw/beads
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/dolt-server.lock
OK	20	/Users/jleechan/project_worldaiclaw/worldai_claw/hooks
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/PASS but the CI only runs one test file. The 4 other modified test files are tested locally by the agent but never verified in CI.

---

*This review was performed by the Evidence Reviewer Agent independently of the Skeptic Gate workflow.*
OK	60	/Users/jleechan/project_worldaiclaw/worldai_claw/.ralph
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.nvmrc
OK	1152	/Users/jleechan/project_worldaiclaw/worldai_claw/scripts
OK	256148	/Users/jleechan/project_worldaiclaw/worldai_claw/.venv
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/BOOTSTRAP.md
OK	80	/Users/jleechan/project_worldaiclaw/worldai_claw/concepts
OK	44	/Users/jleechan/project_worldaiclaw/worldai_claw/.github
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.gitattributes
OK	24	/Users/jleechan/project_worldaiclaw/worldai_claw/tips
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph-prompt-styleguide.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/launchd
OK	48	/Users/jleechan/project_worldaiclaw/worldai_claw/testing_llm
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/tsconfig.json
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.agent
OK	284	/Users/jleechan/project_worldaiclaw/worldai_claw/.playwright-mcp
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/PR224_evidence_review.json
OK	20	/Users/jleechan/project_worldaiclaw/worldai_claw/SPEC.md
OK	396	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_pair-1771985486-12198
OK	653320	/Users/jleechan/project_worldaiclaw/worldai_claw/node_modules
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_concept_a3mmy0nm
OK	16	/Users/jleechan/project_worldaiclaw/worldai_claw/AGENTS.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/Oops.rej
OK	1421524	/Users/jleechan/project_worldaiclaw/worldai_claw/.git
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.copilot_pr69_tracking.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.coderabbit.yaml
OK	204	/Users/jleechan/project_worldaiclaw/worldai_claw/backup
OK	100	/Users/jleechan/project_worldaiclaw/worldai_claw/attractor_spec.md
OK	19199288	/Users/jleechan/.codex/sessions/2026
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/.converge
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/local.sh
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/test_story_loading_error.png
OK	188460	/Users/jleechan/project_worldaiclaw/worldai_claw/rpg-engine
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/fix_app_duplicate.patch
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/worldai_claw.db
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/fix_app_test.patch
OK	44868	/Users/jleechan/project_worldaiclaw/worldai_claw/testing_mcp
OK	16	/Users/jleechan/project_worldaiclaw/worldai_claw/CLAUDE.md
OK	32	/Users/jleechan/project_worldaiclaw/worldai_claw/integrate.sh
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.logs
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/interactions.jsonl
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/fix.js
OK	1568	/Users/jleechan/project_worldaiclaw/worldai_claw/dolt
OK	32	/Users/jleechan/.ao/data/ao.db-shm
OK	2092	/Users/jleechan/.ao/data/ao.db-wal
OK	1688	/Users/jleechan/.ao/data/ao.db
OK	4	/Users/jleechan/.ao/data/telemetry_install_id
OK	60	/Users/jleechan/.ao/data/skills
OK	8	/Users/jleechan/.ao/data/hooks.log
OK	556	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-lw-readshim-branch-explore-risks-n4--ac4c
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2791
OK	5480	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6396
OK	8148	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2557
OK	628	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2765
OK	84	/Users/jleechan/.claude/projects/-Users-jleechan-projects-dark-factory-branch-explore-concept-rwu5e-77
OK	120	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2930
OK	260	/Users/jleechan/.claude/projects/-Users-jleechan-projects-dark-factory-branch-explore-risks-x-bbrda1
OK	76	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2568
OK	124	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2908
OK	504	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2762
OK	3048	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2550
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2796
OK	1464	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6391
OK	2228	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2937
OK	92	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2754
OK	64	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2566
OK	29596	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-misc-234289h2
OK	80	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2592
OK	16	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-mobile-revert-auth-branch-explore-reuse-wkt15pz5
OK	132	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2901
OK	1892	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2559
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3229
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2595
OK	8	/Users/jleechan/.claude/projects/-private-tmp-swebench-verified
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2939
OK	2036	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2561
OK	292	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2753
OK	944	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-latency2342432-branch-explore-reuse-q3iddm9n
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2798
OK	140	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-sidekick-swarm-wrap-test
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2906
OK	540	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worldai-claw-branch-explore-concept-pjq-wv-n
OK	65980	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-cost2342423
OK	2824	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2738
OK	6148	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2952
OK	112	/Users/jleechan/.claude/projects/-private-tmp-ao-proof-data-SihBaV-worktrees-roadmap-control-20260711T171153-roadmap-control-20260711T171153-1
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-skillsz
OK	104	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2999
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3077
OK	152	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3245
OK	16	/Users/jleechan/.claude/projects/-Users-jleechan-.openclaw
OK	5425128	/Users/jleechan/Pictures/Photos Library.photoslibrary/database
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2707
OK	92	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2535
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2532
OK	1852	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2955
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2709
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2700
OK	76	/Users/jleechan/.claude/projects/-private-tmp-ao-proof-data-y3XHw0-worktrees-roadmap-control-20260711T170401-roadmap-control-20260711T170401-1
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2963
OK	144	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3079
OK	612	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2997
OK	2232	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2399
OK	48	/Users/jleechan/.claude/projects/-private-tmp-exportcommands-neutral-gIhFfI
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-4641-dev1770075214-
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-3096-claude-byok-settings-feature-0WgQP-
OK	336	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2504
OK	3272	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2736
OK	24	/Users/jleechan/.claude/projects/-Users-jleechan-project-jleechanclaw-mctrl
OK	280	/Users/jleechan/.claude/projects/-Users-jleechan-projects-wt-mobile-idb-persist-branch-explore-concept-ffpdofcd
OK	356	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worldai-claw-branch-explore-concept-cup35hky
OK	662120	/Users/jleechan/project_worldaiclaw/worldai_claw/worktree_styleguide
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan-projects-mcp-mail-repro-v2
OK	820	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2990
OK	2224	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2964
OK	508	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-latency2342432-branch-explore-risks--getmoi8
OK	32384	/Users/jleechan/.claude/projects/-Users-jleechan-projects-other-disk-magician
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan-projects-other-spicy_llm
OK	1316	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2731
OK	5248	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1905
OK	1196	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2938
OK	13372	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2503
OK	472	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2752
OK	6200	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2560
OK	28	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-location-centralize
OK	124	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2907
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2799
OK	45576	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-bq-loggin
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2593
OK	432	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2567
OK	24	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2755
OK	188	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2331
OK	60	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-dark-factory-df-102-daemon
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2900
OK	52	/Users/jleechan/.claude/projects/-private-tmp-exportcommands-neutral-39vfjJ
OK	292	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-fs-clean-branch-explore-auth-39lcziu9
OK	4628	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2558
OK	132	/Users/jleechan/.claude/projects/-private-tmp-goal-hook-test
OK	1860	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6390
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2797
OK	109900	/Users/jleechan/.claude/projects/-Users-jleechan-projects-other-ez-gh-actions
OK	86792	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worktree-worldai-2d
OK	12	/Users/jleechan/.claude/projects/Users-jleechan-llm_wiki
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2909
OK	464	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-fs-clean-branch-explore-reuse-juzbsioy
OK	808	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2763
OK	6308	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2551
OK	80	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2936
OK	5376	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2556
OK	2104	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6397
OK	88	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2790
OK	16	/Users/jleechan/.claude/projects/-Users-jleechan-project_worldaiclaw-worktree_dragonknight_2d
OK	108	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2931
OK	1112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2569
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-3664-claude-add-action-resolution-warning-4BTYy-
OK	904	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-ai-universe-aun-1
OK	108	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2965
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-4669-copilot-sub-pr-4665--automation
OK	61032	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-misc23423r23r2
OK	636	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worldai-claw-branch-explore-risks--4le2a46
OK	588	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2991
OK	364	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2502
OK	5584412	/Users/jleechan/project_worldaiclaw/worldai_claw/packages
OK	2672	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2730
OK	96	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1904
OK	32984	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-runner-optimization
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan-projects-jleechanclaw
OK	8	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-4669-copilot-sub-pr-4665-
OK	932	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2996
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2708
OK	2144	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2962
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3275
OK	28	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree_cost32432
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1903
OK	772	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2737
OK	66848	/Users/jleechan/.claude/projects/-Users-jleechan
OK	16	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2505
OK	413692	/Users/jleechan/.claude/projects/-Users-jleechan--hermes
OK	328	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worldai-claw-branch-explore-reuse-21bnjtbe
OK	2164	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2954
OK	152	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3243
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree_lvl_clean_flags
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2701
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan-projects-orch-worldarchitect-ai-harness2e70c48b8adeff059coder
OK	92	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2533
OK	1508	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2739
OK	2756	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2953
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-3736-copilot-sub-pr-3663-yet-again-
OK	92	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2534
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2706
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan-projects-orch-worldarchitect-ai-harness24d07169f27b99bc3coder
OK	68140	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worldarchitect-ai-automation
OK	104	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2998
OK	112	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3076
OK	456	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3336
OK	740	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-cost-report
OK	5552	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2680
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2446
OK	3640	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2674
OK	88	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-hermes-agent-ha-4
OK	1448	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1840
OK	1156	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6425
OK	12	/Users/jleechan/.claude/projects/-Users-jleechan-projects_other-openclaw_sso
OK	124	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2821
OK	1364	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2479
OK	34580	/Users/jleechan/.claude/projects/-Users-jleechan-llm-wiki
OK	61304	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-systi
OK	3200	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6422
OK	3064	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2819
OK	1080	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1847
OK	104	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-hermes-agent-ha-3
OK	1544	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2673
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2441
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2687
OK	28	/Users/jleechan/.claude/projects/-Users-jleechan-agent-f
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2826
OK	224	/Users/jleechan/.claude/projects/-Users-jleechan-worldarchitect.ai
OK	412	/Users/jleechan/.claude/projects/-Users-jleechan-projects-dark-factory-branch-explore-reuse-p4rp59qj
OK	3004	/Users/jleechan/.claude/projects/-Users-jleechan--ao-data-worktrees-worldarchitect-worldarchitect-9
OK	388	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-integrity38345-branch-explore-auth-u26nin1-
OK	92	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2645
OK	4	/Users/jleechan/.claude/projects/-private-tmp-worldarchitect-ai-pr-3831-copilot-sub-pr-3096-d2e016fe-efab-44db-858f-4bbb274da252-
OK	96	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6414
OK	60	/Users/jleechan/.claude/projects/-private-tmp-exportcommands-neutral-faaATf
OK	128	/Users/jleechan/.claude/projects/-Users-jleechan-projects-dark-factory-branch-explore-auth-5i8jt91f
OK	100	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2483
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2810
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2448
OK	60	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-dark-factory-df-100-daemon
OK	96	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2484
OK	8	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-misc345343
OK	40	/Users/jleechan/.claude/projects/.DS_Store
OK	296	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-3300
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2828
OK	3544	/Users/jleechan/.claude/projects/-Users-jleechan--ao-data-worktrees-worldarchitect-worldarchitect-7
OK	275816	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-lvl-clean-flags
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2470
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2689
OK	1132	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2642
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan-claude-commands
OK	520	/Users/jleechan/.claude/projects/-Users-jleechan-project-worldaiclaw-worktree-dragonknight-2d-packages-backend
OK	288	/Users/jleechan/.claude/projects/-private-tmp-sidekick-probe-tui-probe-1783811763
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2817
OK	568	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-jleechanclaw-jc-1849
OK	104	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2629
OK	116	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2843
OK	420	/Users/jleechan/.claude/projects/-Users-jleechan-projects-worktree-integrity38345-branch-explore-concept-y0wy10hc
OK	108	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2888
OK	4	/Users/jleechan/.claude/projects/-Users-jleechan-.gemini-antigravity-worktrees-worldarchitect.ai-rising-meteor-warps-00h42
OK	10796	/Users/jleechan/.claude/projects/-Users-jleechan-projects-provenance-narrow
OK	4656	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-agent-orchestrator-ao-6447
OK	100	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2616
OK	60	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2424
OK	1668	/Users/jleechan/.claude/projects/-Users-jleechan--ao-data-worktrees-worldarchitect-worldarchitect-29
OK	20	/Users/jleechan/.claude/projects/-Users-jleechan--worktrees-worldarchitect-wa-2844
